userName,score,at,content
SAPA SI SENG NGGANTI,4,2026-07-03 12:57:47,"setelah beredar berita anak kecil yang berbelanja online tanpa sepengetahuan dari orang tuanya marak . saran untuk aplikasi shopee, untuk semua jenis dan metode pembayaran di shopee...harap menambahkan sistem pin atau kata sandi dahulu sebelum cek out, supaya tidak disalah gunakan oleh orang lain , agar pembelian bisa dikonfirmasi oleh pemilik akun atau orang dewasa,mohon dari pihak shopee agar memperbarui sistemnya lagi..... Terimakasih"
Hindun Hindun,5,2026-07-03 12:50:58,CPT....
Syakila Aprilia,5,2026-07-03 12:49:49,"tolong bikin iklan jangan maksa ya, da aku mah klo mau co juga cuma di shopee doang jadi iklan nya Tolong bgt ini mah jangan maksa y ."
Wahid 226,5,2026-07-03 12:46:21,good
zainur rochim,5,2026-07-03 12:45:58,membantu
Didik Hariyanto,5,2026-07-03 12:45:15,mantap
Dyah Maharani,5,2026-07-03 12:43:23,Aplikasi nya bagus sih tapi di akun saya kan mau beli itu harga nya 2000 tapi saat checkout malah harganya jadi 4000
yaya,3,2026-07-03 12:40:34,"estimasinya skarang lama bgt,kalo dulu 3-4 hari nyampe"
Wagiman,5,2026-07-03 12:40:31,"tokonya amanah,saya sering belanja di shopee,saran saya ongkir ke Papua jangan terlalu mahal"
Roni Barus,5,2026-07-03 12:40:27,Mendapatkan pengalaman yang sangat baik di aplikasi ini
Samsul Herman,5,2026-07-03 12:39:42,mantap
Azizahnurafifah,5,2026-07-03 12:38:22,"iklan shopee maksa bgt anjir klo lagi buka apk appun itu, msal nonton dimana ke trs ada iklan shoope padahal ga mencet atau kepencet suka tbtb masuk, trs jga tanda {×} nya kecil bgt klo maw skip ngapa si maksa bgt?!!!!!!"
Desipuji123 Rahayu,5,2026-07-03 12:38:16,sangat membantu
Asim Ashari,5,2026-07-03 12:37:37,sangat menarik dan bagus bagi pelanggan shopee
Ferlin Fikri amalia,4,2026-07-03 12:37:12,"apk ini bagus tapi akun saya sudah hilang untuk kedua kalinya. tolong dong balikin akun saya, saya hanya memesan pesanan tiba-tiba akun saya hilang nggak bisa login karena aktivitas mencurigakan apaan coba"
Fakhriy Muzzakiy,1,2026-07-03 12:35:28,ini gimanasuh pengirimanya gak jelas udh pake pengiriman instant tapi tetep aja ketunda ampe 2 hari sama aja ke yg reguler udh bayarnya 15k dibalikinya diskon 10k itupun barang tertentu doang hadeh udh lagi butuh banget barangnya kl gak bisa instant gak usah di tambahin kan jadinya nyusahin doang kl gini mah
Fety Naila,2,2026-07-03 12:34:04,"pengiriman nya suka telatt, ga bisa ekspress pdhl udah melakukan laporan dll, kurirnya suka tiba² menjadwalkan ulangg pengiriman, suka gajelas, saya termasuk sering ngalamin inii, yaa klo ga untuk mendadak ya santai aja, tapii klo untuk urgent mepet² estimasi suka ngga bisa diandelin,"
reva aja,1,2026-07-03 12:32:19,"iklannya tolong kurangi, masa aku ga buka apk shopee malah muncul iklannya"
Ais Donjuan,1,2026-07-03 12:31:57,"Kenapa sekarang mau login ke shopee semakin ribet,,, apk juga terlalu banyak memakan data dan ram hp"
Giscal,1,2026-07-03 12:31:45,"kalau pasang iklan ngotak dikit lah susah banget diclose , sangat ganggu kerjaan"
Habibah Anjanu,2,2026-07-03 12:29:18,"ganggu bgt tapi ada rada bagus mohon iklannya jangan ada tombol X tipu itu bisa memcing kesal bagi saya.iklannya yang bener,dan jangan di panjangin"
Akira Syanas,4,2026-07-03 12:28:08,kurir kdang kureng sopan kdng ada sopan
evan waruwu,5,2026-07-03 12:27:37,bagus
Astrid Auliya,1,2026-07-03 12:25:55,iklannya ganggu banget sialan
Visi Christian Store,2,2026-07-03 12:25:40,masah blm selesai
Lisa Cung,1,2026-07-03 12:23:17,jelek
Cemot Rudi,5,2026-07-03 12:23:11,suka apk shopee
Prabu Angling,1,2026-07-03 12:23:10,"bagusan pakai lazadda ,,ajukan pinjaman ngak pake lama ngak kaya shopee data udah lengkap sekali ajukan di tolak ,,apk shopee ngak bisa bantun percuma download dan gunakan shopee ,nyesal seumur hidup kasih data ke apk shopee"
Wawan Hermawan,5,2026-07-03 12:19:11,puas selalu tepat waktu
Suryadi Yadi,5,2026-07-03 12:17:52,bagus
Dhea Nely0123,1,2026-07-03 12:15:21,"gedeg banget sama iklan nya, padahal udh di pnct tanda silang malah masuk, di biarin tetep masuk HERAN GUWE"
Simah Dayat,5,2026-07-03 12:14:55,baik
Saputra Damanik,5,2026-07-03 12:13:16,saya senang karna ada shopee indonesia
mutma inna,1,2026-07-03 12:12:00,"BANYAK IKLANN, benci bgt lagi enak"" beraktivitas malah muncul iklan shopee yg gaada hbisnya, mana logo ""x"" kecil bgt lagi kdang juga logonya cuma logo tempelan, trus kadang yg paling gasuka blum ngapa ngapain uda tleport ke shopee. saran dari sya, tolong di kurangi iklannya"
Zaim alvino,5,2026-07-03 12:11:59,paling mantap belanja online ya di shopee. karena bisa COD cek dulu.
mrzkynal,5,2026-07-03 12:11:28,"kalian kalo bikin iklan ngotak dikit lah, dimana mana ada iklan shopee Ampe muak gw, udahlah susah bgt kalo mau keluar banyak bgt lagi gak ngotak, ya maksud gw kurangin dikit lah iklan nya gak ngotak banyak bgt hampir di semua app ada iklan shopee, maksa bgt juga gak mencet apa apa masuk shoppe lagi nonton/cari referensi tiba tiba ke shopee, LEBAY"
Yohannes Park,4,2026-07-03 12:11:19,semoga memuaskan
Sutaji Aji,5,2026-07-03 12:10:42,pengiriman barang cepat tepat dan aman hanya di shopee
Salma Tuzakiaramadanty,5,2026-07-03 12:10:18,"oke sihh untuk belanja online, juga sesuai ekspektasi yg datang, dan kalau membeli barang nya juga harus teliti berapa reting untuk barang itu baru di checkout barang yg ingin kita beli"
Surya Motor,5,2026-07-03 12:09:19,jos
Iwan Tawanih,2,2026-07-03 12:08:47,udah ga bisa pake spinjam lagi ditolak mulu
Ruhiyan Ruhiyan,5,2026-07-03 12:07:54,"barang bagus2,"
Mega Kebab,5,2026-07-03 12:06:09,"sangat mudah belanja disini..& kalo ada Maslah , selalu di atasi dengan baik oleh pihak shoope"
Hengki Kurniawan,3,2026-07-03 12:05:51,bagus sih tapi kadang kurir nya rada males nganter barang nya
Alif Noval,2,2026-07-03 12:04:54,lama banget pengiriman spxnya
Jaka Swara9,5,2026-07-03 12:02:25,mantap
atul ilmi,1,2026-07-03 12:01:41,paket di bagian seluke rembang sulit kurirnya tidak di kirim²
Anwar gulo gulo,5,2026-07-03 11:59:58,sangat cocok dan terbaik
Alfin Hilmawan,5,2026-07-03 11:59:10,oklah
RIAU BERDANGDUT,5,2026-07-03 11:57:48,Shopee adalang shoping Berbelanjahhh😁😁
dessy amelia,1,2026-07-03 11:56:27,"plissss, pihak shppeee kalian kenapa ya? pesanan saya kok sering banget dibatalin pas saya dapet harga promo? saya sampai ganti akun looo karna terlalu sering kalian batalin di akun pertama saya, kalo emang mau di co harga normal yaudah gausah ada voucher aja giliran ada voucher dipakek malah dibatalin seenaknya sendiri🥲"
Maul Adibah,5,2026-07-03 11:56:06,Untuk saat ini pesanan aman
Ahmad Martin,5,2026-07-03 11:55:39,good
Ardie Jamaludin,5,2026-07-03 11:55:36,terima kasih sudah membantu mempermudah saya mencari barang
Yaya Soja,5,2026-07-03 11:54:47,"mantap barang udah sampai langsung un boxing lsng di coba sy pilih xl 2 biar lebih gede dikit takut kl pilih xl kekecilan ,mending pilih yg agak gede dikit biar di pake enakeun biar leluasa kl di pake nya."
Nachia Tuti,1,2026-07-03 11:50:45,jgn di install ges apk pelit hok cuh. bikin rugi
Rasha Aqilla (Aqilla_Cute2015),5,2026-07-03 11:50:38,bagus
Isem Here,1,2026-07-03 11:50:10,notifikasi udah di hapus tapi masih nembuh sama kek tiktok lagi apa sih mau nya
Fans DHOT DESIGN Sy4h_l0v3-U,1,2026-07-03 11:49:05,"ga suka, iklan nya parah bgdd maksa jirr ya bagus sih iya iklan nya bikin jijik tau ga banyak bgdd kurangi iklan nyaa"
Untung Widodo,5,2026-07-03 11:47:29,"sangat membantu,,,semoga ttp amanah"
Abdul azis,5,2026-07-03 11:46:19,mantap
Najwa Juwaa24,1,2026-07-03 11:45:45,makin jelek aplikasi nya
Redmi 5 plus,5,2026-07-03 11:44:41,Alhamdulillah dengan adanya aplikasi shopee sangat membantu kami terima kasih banyak shopee
Supriadi Adi,1,2026-07-03 11:41:57,"BANYAK OKNUM YANG MENGAMBIL PAKET DARI KONSUMEN, DAN PAKET DATANG DALAM KEADAAN TERBUKA, SAMA SEKALI TIDAK AMANAH MOHON UNTUK DIATASI"
Wellyn Putri,5,2026-07-03 11:41:51,mantap
Bunga Sape,5,2026-07-03 11:41:20,sangtt nyaman msayah allah.. gamis sumpah mewah bangtt ya
Desi Destiani,5,2026-07-03 11:40:39,Alhamdulillah sllu setia sma s Oren
Made Suyasa,1,2026-07-03 11:40:04,kurang puas admin shopee membela penipu blanja harga mahal malah yg dikirim recehan me seleranya stelah diberi ulasan malah ulasan di sembunyikan sama admin shopee kurang konsisten
iis ise trisnawati,5,2026-07-03 11:37:36,kurangi kurangi iklan nya ya
Khoirul Ambiyak,5,2026-07-03 11:37:14,oke keren
Aldi Wahyu Saputra,5,2026-07-03 11:36:46,bagus banget
Aprilian Rizky,1,2026-07-03 11:36:13,spx LELET
Nurendah Puspawangi,5,2026-07-03 11:32:44,nyaman banget sebernya belanja di Shopee.. tapi kenapa ya akhir2 ini pengiriman agak lambat.. stuk lama di bogor.. dulu 3 hr nyampe.. pengiriman jkt.. dari bandung aja biasanya nyampe 1 hari ini udah 2 hri masih stuk di bandung dari jam 5 pagi.. xpedisi spx biasanya gk pernah lambat.
Galuh Shabira oktavia,1,2026-07-03 11:30:55,gak bagus #sellsingapoer
Gufran Bima,1,2026-07-03 11:30:17,iklan nya maksa
inayah 123 inayah 123,5,2026-07-03 11:28:33,saya angat suka apa lagi dengan barang nya yg murah
Mhmmd Syahputra,1,2026-07-03 11:28:23,"udah mah iklan maksa, pengiriman lelet keseringan stuck paket!"
Kevin Frederick Eddy Haris_W _W6,1,2026-07-03 11:25:13,kebapa saat saya nunggu kode otp sms tidak pernah diberikan
Irfan Abdurrohman,5,2026-07-03 11:24:55,tepat waktu kurir ramah dan barang memuaskan
Satria,5,2026-07-03 11:23:53,sangat bagus dan mudah untuk digunakan sebagai alat belanja
Raskin Barus,5,2026-07-03 11:21:10,mantap...🙏❤️❤️❤️❤️
Roby Robi,5,2026-07-03 11:20:30,terima kasih shopiee
Isyor Nid,5,2026-07-03 11:19:39,Mudah dan harga terjangkau
Cepi Cahya nugraha,5,2026-07-03 11:18:56,aplikasi paling bagus dari yang lain
Oreo Nugget,1,2026-07-03 11:17:45,"makin ga jelas tombol pesanan selesai tidak ada, merepotkan untuk penjual yang butuh dana cepat"
Fauzi Ashilah Azhar,1,2026-07-03 11:15:23,Murah dan berkualitas
agil Firmansyah,1,2026-07-03 11:14:58,tolong ini Shopi jangan ada iklanan saya sedang mengerjakan tugas
Dika Widi,1,2026-07-03 11:13:53,"GUA TF DARI SHOPEPAY KE OVO SAMPAI SAAT INI BELUM MASUK, SUDAH LEBIH DARI 6 JAM BELUM MASUK SALDONYA,PADAHAL DI SHOPEPAY SUDAH TERPOTONG,CHAT CS JAWABANNYA SAMPAI SAAT INI BELUM TERSELESAIKAN,,MOHON DI PERBAIKI!!!!!"
Umi 2 Uminikmah,2,2026-07-03 11:11:56,Shopee banyak membantu saya dalam masalah membeli barang secara online tapiminus nya gak ada nomor telpon kurir jadi kita ngak tahu Dateng paket nya kapan udah lama lama katanya datang hari ini Nungu teryata paketnya di kirim besok gegara kurir Dateng pas rumah sepi
Rayhan Danendra Aldavie,5,2026-07-03 11:10:22,"bagus shopee, banyak diskon, gratis ongkir,p romo, potongan harga,dll"
Toufik Hidayat,5,2026-07-03 11:10:14,"Shopee sangat simpel & praktis, memudahkan saya dalan berbelanja, apa saja barang yang saya butuhkan selalu ada."
Aretazaranugroho,1,2026-07-03 11:07:47,"Iklan oon, kan lagi nonton, disuruh nonton iklan, tapi iklannya muter terus, pas aku ngescroll ke atas buat ke halaman beranda eh, malah masuk ke shoppe, aku keluar kan, eh muncul lagi. Sampe dua kali, pas aku masuk ke aplikasi nonton aku itu masih ada loadingnya, aku kesentuh layar dikit masuk ke shopee lagi, gimana sih?"
Nur Hayati,5,2026-07-03 11:07:28,"Aplikasi shopee mudah di pakai, pengiriman cepat, banyak promo, sangat membantu buat belanja, sehari-hari"
M Tufik,5,2026-07-03 11:05:07,belanja online di shopee nyaman
Iwan Bojes,5,2026-07-03 11:04:11,"bagi saya yg jaranb kemana2, jd solusi teoat dan cepat blanja dsini, smua yg sya btuhkan ada, asalkan selektif dlam memilih itu aja, overall , sangat puas."
Jais Jais,5,2026-07-03 11:03:59,sangat bagus apa yang kt butuh ada semua
Neng Sumiati,5,2026-07-03 11:03:23,selalu amanah
Saskia Novita,1,2026-07-03 11:03:04,aplikasi yang paling maksa banget
Sherly Vurkon,2,2026-07-03 11:02:38,tdk punya etika..bru lwt 1 hr sdh tlp sn sni
Duwi Kanto,5,2026-07-03 11:01:17,OK
Aku Badut,1,2026-07-03 10:56:47,aplikasi pekok mosok retur barang malah di ruwet sek dodolan
Ayuk ashari,5,2026-07-03 10:56:44,"sangat murah dishopee,,berlengganan trusss"
Fakhri Almagribi,1,2026-07-03 10:56:27,iklan nya ngeselin bgt dah
Muhfathur Rohman,5,2026-07-03 10:54:02,tenk you
Vioni Aja,1,2026-07-03 10:51:53,"iklan nya dmn"", dan kepencet sedikit saja sudah masuk ke apk nya, ganggu saya belajar!"
abbe dhane,5,2026-07-03 10:51:02,"banyak promo gratis ongkir, harga grosir. Memuaskan... dan paling penting, konsumen merasa dilindungi."
Fayolaqueen,1,2026-07-03 10:48:54,"iklan shoppe alay BANGET, bisa gak jangan maksa. lama lama orang juga capek sama iklan shoppe yang kaya gini! gak sekali dua kali hampir di setiap apk aku ngerasa shopee yang paling caper apalagi kalo mau di close malah masuk ke shopee, mksudnya apa? bikin orang risih tau gak."
Muhammad Ilyasa,5,2026-07-03 10:48:40,kurir SPX nya sekarang jadi keren pengiriman nya cepat
Ita Asnita,5,2026-07-03 10:46:50,sangat puas belanja online di shopee
Hendri Bachtiar,1,2026-07-03 10:44:57,"tidak memihak ke konsumen malah seler yang tidak jujur dagang nya tidak amanah malah di menangkan,orang beli dapat barang palsu,mau di retur 2x di tolak terus,padahal ada bukti foto dan video unboxing..."
Arsya Pradana,3,2026-07-03 10:44:53,tiap tahun pengiriman semakin lambat
Toto Toto,1,2026-07-03 10:40:47,iklan nya susah di lewatin
Sung jin woo,1,2026-07-03 10:39:46,"iklan nya sok asik wok, hp gw ngeframe gegara ni apk berat banget"
Balqis Adinda putri,5,2026-07-03 10:38:55,bgus
Yudi Hidayat,5,2026-07-03 10:38:08,mantap
Nazwa suci,1,2026-07-03 10:37:59,login akun nya ribet bnget sampe ga bisa login akun
Misra,5,2026-07-03 10:37:33,memang mantap
Kak Fen,1,2026-07-03 10:35:52,menyesal daftar shopee. niat mau belanja. . sudah belanja tapi dibatalkan sepihak. . dan uang di masukkan shopeepay. . dan uangnya gak bisa di tarik. dan gak bisa untuk belanja. . semakin kesini shope ga jelas
Wid Odo,1,2026-07-03 10:34:27,"sekarang shope dimana"" tdk bisa pakai spaylater scan barcode qris kecewa"
Toro Rohim,5,2026-07-03 10:34:03,App lumayan ga lemot
Dhimas prastowo,1,2026-07-03 10:33:44,"iklan terburuk adalah iklan shopee, sangat annoying"
Siti Malikah,1,2026-07-03 10:33:38,SHOPEE SEKARANG BURUK SUKA BATALIN PESANAN MELULU TANPA SEBAB DENGAN ALASAN AKTIVITAS TIDAK WAJAR LAH..MENDING HAPUS AJA DEH KALAU GAK NIAT NGASIH VOUCHER TUH
Chindy Wahanani,5,2026-07-03 10:32:30,sangat membantu dalam segala hal
Bella Palabu,1,2026-07-03 10:31:29,"iklan nya banyak bgt, maksa lgi, kadang suka ada tombol x boongan kan ngeselin"
Suriadi Samida,5,2026-07-03 10:31:02,Lebih Mudah Untuk Mencari Kendaraan Yang Harga Terjangkau Dan Sangat Membantu
Tahede Tahede,5,2026-07-03 10:28:05,sangat sangat puas dengan 👍👍👍shopee terimakasih yaa🙏🙏
Arifin Mukhlis,5,2026-07-03 10:26:07,Bagus dan sangat membantu .. tapi iklan nya buanyak & bikin pusing dompet ku 😁 Good job 👍
Badarudin,5,2026-07-03 10:25:18,solusi belanja ditengah kesibukan mantap
Syarif Hidayat,1,2026-07-03 10:24:26,"shopee makin hari, makin gajelas kurrirnya, sukanya dilama2 in, selain itu, ada jga yg ngasal konfirmasi, parah"
AL Faiz,5,2026-07-03 10:23:29,pelayanan sesuai
Bapakisno,5,2026-07-03 10:23:23,"sudah banyak membantu saya dan keluarga,apa yg di butuhkan di shopee ada dan murah"
Sulaiman,5,2026-07-03 10:23:00,trimakasih Shopee pengiriman selalu tepat waktu
Maskanah Lampung,5,2026-07-03 10:22:47,sangat puas dengan layanan shopee
irfan keisya,2,2026-07-03 10:22:24,"Limit kredit ga naik"", belanja rutin, pembayaran ga pernah telat."
Yusran Sondeng,1,2026-07-03 10:22:08,"awalnya saya senang dengan aplikasi ini, bisa membantu kalau kita mendapat kesulitan masalah keuangan,namun yang membuat saya kecewa saya di tagih dengan harga barang yang saya tidak pernah order atau pesan , walaupun harganya cuma 29.900 kalau memang tidak pernah ya tidak, untuk apa saya bayar barang yang tidak pernah saya pesan atau saya order, Teruas terang saya baru kali ini berhubungan dengan shopee/SPayLeter, meminjam uang senilai 750000 dengan angsuran 241.000/bln tiba2 ada tagihan lain."
MOHAMMAD ATTAR,5,2026-07-03 10:21:16,"terimakasih Shopee, setiap kali belanja sampai sekarang tidak pernah mengecewakan dan sangat puas, baik mengenai produk dan pengiriman semuanya sesuai dan tepat waktu, pokoknya kalo belanja di Shopee aja dech, masalah harga juga terjangkau,5 bintang buat Shopee"
Ahmad Sulaeman,5,2026-07-03 10:18:56,"teman belanja di saat membutuhkan barang dgn voucher belanja yg diharapkan, cepat' mudah dan terjamin segala nya"
Intan Dayuwati,5,2026-07-03 10:18:22,sangat memuaskan untuk belanja kebutuhan
Iqzal Nur,1,2026-07-03 10:16:54,aplikasi buruk suka ngebag loading trs putih padahal ada kuota nya males bgt
Dado Dawihdoyok,4,2026-07-03 10:16:37,4 bintang aja yeah...🙏
Joniadipratama,1,2026-07-03 10:16:36,sangat mengecewakan sekali masa iya saldo saya shopipay kepotong dengan nominal 498.390 dan tidak ada persetujuan lagi ke saya sandi / peringatan gitu .saldo hilang dengan tiba-tiba pembelian langanan wps office dan gak ada konfirmasi ke saya dulu aplikasi sangat memalukan.
Retnasari Dhiah,1,2026-07-03 10:16:10,saya ajukan proses pengembalian barang dan dana tapi di tolak padahal bukti foto dan video ada. barang sy kembalikan karena tidak bisa dipakai.
Putri Shafira,1,2026-07-03 10:15:57,maksa banget iklan shopee ini
rama aja,1,2026-07-03 10:14:03,"Beli Barang Harga 37K, pas CO Ada, eh pas Udah Bayar Malah Ada 1 yang Sold Out, dan pas Mau Minta pengembalian Dana, Malah cuman Bisa Kembali 31K, dong... Kecewa..."
kage jiro,5,2026-07-03 10:12:19,Jossssssss
Nadia Jasmine,1,2026-07-03 10:09:43,aplikasi terlelet pengiriman barang nya lama bgt
aguscik MA,5,2026-07-03 10:09:12,tingkat terus layanannya
Andi Dilla Fadilla Natsir,5,2026-07-03 10:05:14,Puas Terima kasih ✨️🤎
Husnul Khotimah,5,2026-07-03 10:05:05,diskon nya di banyakin yaa
always kyy,1,2026-07-03 10:04:26,"apk burik , pesanan yang udah di kirim malah di cancel sama pihak shopee nya, jangan download apk ini"
Suyoto Nyoto,5,2026-07-03 10:04:20,sangat menyenangkan belanja di shopee cepat praktis serba ada
Pidri 123lahat,1,2026-07-03 10:03:44,"apk apaan ini, barang saya pesan 2 , sampai nya cuma 1,sudah di bayar, tidak ada penjemputan barang pengembalian barang dari pihak spx, harus ke spx, aneh costumer harus bergerak sendiri. kurang ajar!!"
Mustofa Satria,5,2026-07-03 10:02:35,Mantap sangat membantu kebutuhan masyarakat
Dina Rahmawati,4,2026-07-03 10:02:27,"Setiap melakukan penilaian sudah di ikuti petunjuknya untuk memasukkan video dan foto serta ulasan lengkap yang harusnya dpt 100 point tapi anehnya selalu dpt cuam 20 -30 point aja, jadi yang di janjian tidak sesuai, sll kecewa kalo nulis ulasan di shopee 😔"
Irfan Ferdiansyah putra,5,2026-07-03 10:01:56,"NGK PENAH GAGAL CARI BARANG DI APLIKASI INI, TERBAIK 🔥"
Bocil Epep,2,2026-07-03 10:00:27,kenapa shope sekarang paket belum di unboxing sudah auto di terima / konfirmasi?
Ari Susanto,5,2026-07-03 09:58:07,aplikasi yang bagus
Zahra Banjar,1,2026-07-03 09:58:03,"aplikasi lag parah anj kata gua mah gausah sok pake banyak fitur, tuh aplikasinya berat."
iyani cimung,1,2026-07-03 09:56:16,iklan ini terlalu banyak mengganggu drama ini
Oppo A17k,5,2026-07-03 09:55:49,saya cukup puas belanja di shopee 👍
Sutarni Tarni,1,2026-07-03 09:55:38,AKU MAU DONLOD GAME MALAH MASUK KE SHOPEE DASAR
Imah Azahra,5,2026-07-03 09:54:01,"Sejak ada Shopee semua kebutuhan ada di di situ,dan aku juga sering pesan barang di Shopee 👍"
Sri agusningsih Wijaya,5,2026-07-03 09:53:21,shopee belanja online terpercaya dan memberikan pelayanan yang flexibel dan akurat bagi pelanggan nya. 💯🌟🌟🌟🌟🌟
jujun junaedi,5,2026-07-03 09:53:14,bagus sekali aplikasi nya karna kita bisa membeli sama bisa belanja
Astria Zidan,3,2026-07-03 09:50:14,HERAN NI APLIKASI KADANG LANCAR KADANG STUCK DISITU SITU AJA MANA LAG BANGET LAGI PRASAAN RAM KOSONG DEH JARINGAN LANCAR JUGA NI APK NGELAG MULU ANEH BET
Bain Bain,5,2026-07-03 09:49:17,Layanan Oke.
Adisty Talitha,5,2026-07-03 09:49:11,nice
Pawit Sutoro,1,2026-07-03 09:47:37,urus pengembalian dana gak bisa
Zerly Zalikha,5,2026-07-03 09:41:52,setiap pulang ke indonesia saya selalu belanja online di shopee.. karena sering banyak discount & gratis ongkir dari shopee ☺️
Karebet Masbi,5,2026-07-03 09:41:09,jamu rembo ektra puding mantap
Rahmat Sujana,5,2026-07-03 09:41:08,sangat puas
Lidwina Fau,5,2026-07-03 09:41:03,"Buat iklannya itu dikurangi ya bikin mengganggu sekali tombol X nya saja palsu, maksa loh harus tunggu lama banget. Mending tombol X nya bisa main kembali lagi. Tolong developer nya lihat ini biar bisa nyaman gitu gak terganggu gitu tolong ya kami cuma ingin menjadi nyaman 😔🙏"
Jhony Wijaya,5,2026-07-03 09:40:31,mantab deh
Achmad Qodir,1,2026-07-03 09:40:16,Pliss dahhh kalau bikin Iklan jgn pakai muka sarwenda.. udh itu aja.
Fahri Muhammad,4,2026-07-03 09:37:07,Penyelesaian masalah atas kendala Barang lama diperjalanan tidak mendapatkan solusi. kesalahan pure dari pihak SPX Hemat yang dimana kurir dari Shopee nya langsung (kesalahan jalur pengiriman paket) merugikan konsumen karena pengiriman lama dan ditambah lagi kerugian nya karena menunggu lagi proses pengembalian dana. edit : pas bikin ulasan di aplikasi langsung deh cepet di atasi... oke terimakasih saya akan update bintang ulasannya
rohmi rozak,5,2026-07-03 09:35:17,belanja pake apk ini. bikin ketagihan
Muhammad Dahliansyah,5,2026-07-03 09:35:13,semoga selalu dimudahkan dan selalu ada solusi lewat shopee.
Rehan Ghc,2,2026-07-03 09:33:33,"jujur apk ini baguss, dan saya sangatt sukaa. cuman satu yg bermasalah, yaitu di pengiriman nya terlalu lamaa, kalo bisaa shopee buat fitur baru ajah yang gimana si konsumen ini bisa tentukan tanggal kirimnya, agar konsumen tidak khawatir dengan paketnya."
Husni Daryono,4,2026-07-03 09:32:59,semoga sukses selalu
Kayu Ucih,5,2026-07-03 09:30:08,puas pake shoper Indonesia.apk
Avniel Lumintang,5,2026-07-03 09:29:54,Terbaik 👍👍
Robbi Hakim,3,2026-07-03 09:29:40,pelayan prioritas tapi tetap menunggu Tnggal Yang di tentukan...sama dengan pembohong.. kalo d prioritas kan brrti saat ini hari ini dan waktu ini..kecewa dengan alasan alasan yang tidak ada jaminan.
Meri Lesmana,1,2026-07-03 09:29:32,coba geh kalo iklan ya iklan aja jangan maksa buka aplikasi lu kenapa si gitu terus caper? ga usah so asik anjir gua diemin tapi nglunjak
Nadia Safitri,1,2026-07-03 09:28:10,iklan terus
Faiz Alfatih,5,2026-07-03 09:27:09,palikasi nya bagus sya suka
Your Baby,1,2026-07-03 09:27:06,"makin pelit bgt,voucher gratis ongkir cuman dpt sekali, pdhl ongkir kekalimantan mahal bgt,hadehhhhh"
Zakiyah Siti Afifah,5,2026-07-03 09:26:03,apps belanja yang semuanyaa adaaaaaaa!
Xiob m,5,2026-07-03 09:24:31,"aku suka aplikasi shopee ini berguna banget tiap mau check out barang yg aku mau, dan harganya pun semuanya terjangkau semoga terus amanah ya shopee tapi syang aku tidak bisa mengajukan SpayLater lagi di shopee hanya karna telat bayar 1 bulan padahal sudab di lunasi, tapi saat daftar baru dan mau daftar PayLater lagi di tolak terus"
Indra Hadiwiranata,5,2026-07-03 09:23:49,"Aplikasi yg sangat membantu, lebih mudah belanja online dan banyak pilihan ongkirnya tolong di murahin ya kalau ke Indonesia Timur hehe"
ana w inayah,1,2026-07-03 09:21:00,"tolong bnget nih ya, iklannya tuh jangan banyak banyak lagi nnton dracin tiba tiba muncul iklan lagi liat YouTube tiba tiba iklan, apalagi tombol close nya kecil udah di klik eh Mlah langsung masuk ke apknya, mana durasinya lama bnget, kalo nge iklanin gausah banyak banyak deh, orang kalo emng mau co ya co ini apa banget tiba tiba iklan tiba tiba iklan , muakkkkkk."
yon rizal,5,2026-07-03 09:18:51,pelayanan bagus
izam alone,5,2026-07-03 09:18:29,good
Nyaroan Hikmah,5,2026-07-03 09:18:22,enak belanja di shopee yang penting ada uangnya. gak ribet.
Raya Najwa,1,2026-07-03 09:17:40,terlalu banyak ikut campur dalam aplikasi lain.
Siti Sulaiha,1,2026-07-03 09:15:41,Banyak voucher sih tapi sayang setelah digunakan malah di batalin otomatis apk semakin lama semakin g jelas
Yuyu Ackerman,1,2026-07-03 09:14:21,"Iklan lo tolong dong, mengganggu"
AL Linggapura,1,2026-07-03 09:13:49,"aplikasi ga jelas, 3 kali lakukan pemesanan 3 kali bermasalah. pertama paket datang telat melebihi estimasi normal, kedua paket hilang/dicuri, ketiga tidak ada keterangan jelas tidak ditindak lanjuti. sangat memalukan dan mengecewakan."
Adung Adung,5,2026-07-03 09:12:41,puas.......bangetttttttttttttt
Andri Prayitno,1,2026-07-03 09:10:44,"Tolong setiap buka aplikasi jangan langsung ke iklan video, keberanda saja, terimakasih."
jack ganzo,1,2026-07-03 09:09:25,"kecewa karna: 1.proses pengiriman kurir tidak sesuai estimasi, lambat, pdahal saya pesan buah, klo buah busuk apa mau ganti rugi karna terlambat? klo saya ga mau bayar karna terlambat, trus siapa yg bayar? 2.stiap masuk aplikasi otomatis nonton live, maksa banget, gua mau belanja buka mau nonton. tolong di perbaiki, aplikasi ga usah maksa iklan live stiap login,, sama kualitas pengiriman yg benar.. klo sudah update saya beli lgi di shopee."
Ludi Yanto,5,2026-07-03 09:08:44,"belanja sangat mudah di shopee,, mudah²n makin banyak diskonnya,,"
Edo Ponsel,5,2026-07-03 09:08:14,Belanja online menjadi lebih mudah dengan banyak promo dan pilihan produk
Nurul Wijayanti,5,2026-07-03 09:08:02,sukses selalu
